"ticket_id","customer_id","member_id","category","priority","status","subject","created_at","first_response_at","resolved_at","satisfaction_score","escalated","tags"
1304,211,3034,"api","high","resolved","Report generation timeout","2024-09-02 00:59:32","2024-09-02 12:59:32","2024-09-08 15:59:32",5,False,"technical;feature;export;documentation"
1305,96,1439,"performance","medium","open","Slow loading on project boards","2025-10-22 03:12:27",NULL,NULL,NULL,False,NULL
1306,133,1987,"integration","medium","closed","Webhook delivery failures","2024-12-25 14:50:12","2024-12-27 06:50:12","2024-12-30 16:50:12",NULL,False,"ux"
1307,963,NULL,"performance","medium","resolved","Export failing for large datasets","2025-09-11 01:45:18","2025-09-13 20:45:18","2025-09-17 18:45:18",NULL,False,"integration"
1308,447,5709,"security","low","resolved","Data import from CSV failing","2025-03-01 13:19:08","2025-03-02 06:19:08","2025-03-05 18:19:08",3,False,"integration"
1309,17,383,"technical","medium","closed","Need help with API authentication","2025-06-04 00:52:57","2025-06-06 09:52:57","2025-06-08 08:52:57",NULL,False,NULL
1310,807,NULL,"onboarding","low","closed","Report generation timeout","2024-07-11 22:10:40","2024-07-12 06:10:40","2024-07-15 01:10:40",4,False,NULL
1311,1128,NULL,"performance","high","in_progress","Export failing for large datasets","2023-12-23 04:27:59","2023-12-23 09:27:59",NULL,NULL,False,"training;integration;export"
1312,939,NULL,"technical","medium","waiting_on_customer","Mobile app crashes on Android","2025-06-14 21:07:03","2025-06-17 01:07:03",NULL,NULL,False,"integration , technical , sso , performance"
1313,1146,NULL,"billing","high","in_progress","Cannot downgrade plan","2025-10-18 19:49:43","2025-10-18 23:49:43",NULL,NULL,False,"training,gdpr"
1314,493,6241,"data_export","high","resolved","Duplicate notifications being sent","2025-06-05 03:35:59","2025-06-05 09:35:59","2025-06-11 12:35:59",NULL,False,"api , performance , integration , mobile"
1315,1194,NULL,"billing","medium","in_progress","Need help with API authentication","2025-10-25 02:15:43","2025-10-26 02:15:43",NULL,NULL,False,"integration,ux"
1316,40,707,"technical","critical","closed","Audit log access denied","2025-04-09 04:23:55","2025-04-09 06:05:55","2025-04-10 05:05:55",NULL,True,"ux;technical;mobile"
1317,69,1079,"feature_request","high","resolved","Slow loading on project boards","2024-10-22 02:30:43","2024-10-22 08:30:43","2024-10-27 04:30:43",5,False,NULL
1318,574,7403,"integration","high","closed","Webhook delivery failures","2025-10-11 10:42:09","2025-10-11 12:42:09","2025-10-16 22:42:09",4,True,"mobile"
1319,610,7809,"technical","high","in_progress","Feature request: dark mode","2025-01-16 09:13:22","2025-01-16 20:13:22",NULL,NULL,False,"urgent"
1320,1137,NULL,"api","medium","resolved","Need to add more team members","2025-02-07 05:49:14","2025-02-09 01:49:14","2025-02-11 05:49:14",NULL,False,"training;integration;enterprise"
1321,1001,NULL,"integration","high","open","Gantt chart not rendering correctly","2025-10-08 02:08:41",NULL,NULL,NULL,False,NULL
1322,56,925,"security","medium","resolved","Account merge request","2025-05-17 08:02:23","2025-05-18 18:02:23","2025-05-18 22:02:23",NULL,False,"urgent, performance, api"
1323,736,NULL,"billing","medium","closed","Webhook delivery failures","2024-06-03 23:43:43","2024-06-06 07:43:43","2024-06-08 01:43:43",4,False,"training;feature;training"
1324,596,7704,"security","high","closed","Webhook delivery failures","2025-02-09 10:45:01","2025-02-09 19:45:01","2025-02-15 22:45:01",5,True,"integration,enterprise,training"
1325,266,3704,"account","high","waiting_on_customer","Report generation timeout","2024-07-20 07:38:47","2024-07-20 08:38:47",NULL,NULL,False,"technical, export, ux, urgent"
1326,126,1840,"api","low","closed","Custom workflow automation broken","2025-03-31 08:39:39","2025-04-02 23:39:39","2025-04-05 08:39:39",NULL,False,"integration"
1327,1173,NULL,"billing","low","resolved","SSO configuration help needed","2025-09-19 22:30:05","2025-09-20 22:30:05","2025-09-21 09:30:05",NULL,False,NULL
1328,28,571,"performance","low","waiting_on_customer","Export failing for large datasets","2024-12-07 09:19:46","2024-12-08 02:19:46",NULL,NULL,False,"export, integration"
1329,91,1404,"security","critical","waiting_on_customer","Need to add more team members","2025-10-21 20:29:37","2025-10-21 21:56:37",NULL,NULL,False,"onboarding, enterprise, api, gdpr"
1330,399,5093,"technical","medium","in_progress","Integration with Slack not working","2025-09-04 03:28:35","2025-09-04 17:28:35",NULL,NULL,False,"api"
1331,819,NULL,"account","medium","open","Slow loading on project boards","2024-06-26 22:28:38",NULL,NULL,NULL,False,"enterprise, performance, gdpr"
1332,320,4171,"security","medium","closed","API rate limiting issues","2025-05-19 23:08:13","2025-05-21 11:08:13","2025-05-24 09:08:13",4,False,"enterprise, gdpr, export"
1333,400,5102,"account","medium","open","Need help with API authentication","2025-09-06 12:14:17",NULL,NULL,NULL,False,"billing, bug"
1334,1177,NULL,"onboarding","low","waiting_on_customer","Mobile app crashes on Android","2025-05-12 05:10:04","2025-05-12 12:10:04",NULL,NULL,False,"enterprise,bug,training,billing,enterprise"
1335,383,4862,"onboarding","high","in_progress","Audit log access denied","2023-06-28 09:05:24","2023-06-28 13:05:24",NULL,NULL,False,"urgent;billing;performance;security"
1336,519,6606,"data_export","low","closed","Need to add more team members","2024-05-28 12:37:29","2024-05-30 07:37:29","2024-05-31 07:37:29",3,False,"gdpr, gdpr"
1337,345,4378,"security","medium","open","Cannot login to dashboard","2025-01-19 06:40:31",NULL,NULL,NULL,False,NULL
1338,437,5590,"onboarding","medium","resolved","Feature request: dark mode","2024-05-03 11:12:06","2024-05-05 10:12:06","2024-05-06 01:12:06",3,False,"training"
1339,57,927,"feature_request","high","closed","Webhook delivery failures","2024-11-10 08:44:55","2024-11-10 17:44:55","2024-11-15 15:44:55",3,False,"documentation,integration,api"
1340,851,NULL,"security","low","resolved","Need to add more team members","2025-10-10 07:31:16","2025-10-10 18:31:16","2025-10-16 11:31:16",5,False,"ux"
1341,984,NULL,"performance","critical","closed","Mobile app crashes on Android","2025-03-28 16:26:08","2025-03-28 17:23:08","2025-03-30 23:23:08",NULL,False,"documentation;feature;urgent;migration;documentation"
1342,1105,NULL,"onboarding","medium","waiting_on_customer","Time tracking sync issues","2025-08-05 14:22:29","2025-08-08 01:22:29",NULL,NULL,False,NULL
1343,9,152,"api","medium","in_progress","Account merge request","2025-08-06 08:16:28","2025-08-07 07:16:28",NULL,NULL,False,"urgent, urgent"
1344,1165,NULL,"data_export","high","in_progress","Export failing for large datasets","2024-10-23 03:08:04","2024-10-23 06:08:04",NULL,NULL,True,NULL
1345,527,6703,"account","low","waiting_on_customer","Permission settings not saving","2025-08-29 23:44:41","2025-09-01 04:44:41",NULL,NULL,False,"mobile,enterprise,urgent"
1346,114,1616,"performance","low","closed","Slow loading on project boards","2025-07-02 14:05:52","2025-07-04 08:05:52","2025-07-09 17:05:52",5,False,"sso;migration;technical;feature"
1347,499,6295,"data_export","medium","in_progress","Integration with Slack not working","2025-02-02 06:08:14","2025-02-05 02:08:14",NULL,NULL,False,"feature"
1348,453,5824,"security","low","closed","Integration with Slack not working","2025-09-25 05:37:57","2025-09-25 09:37:57","2025-09-30 04:37:57",5,False,NULL
1349,786,NULL,"account","low","open","Need to add more team members","2025-07-31 00:00:24",NULL,NULL,NULL,False,"performance;urgent;api;integration"
1350,879,NULL,"api","critical","open","API rate limiting issues","2025-09-30 02:24:08",NULL,NULL,NULL,False,"onboarding,technical,billing"
1351,618,7855,"account","medium","in_progress","Duplicate notifications being sent","2025-06-08 18:28:42","2025-06-09 03:28:42",NULL,NULL,False,"gdpr, documentation"
1352,958,NULL,"account","critical","resolved","Export failing for large datasets","2025-02-26 17:58:32","2025-02-26 18:52:32","2025-02-28 05:52:32",5,False,NULL
1353,1100,NULL,"security","high","in_progress","Slow loading on project boards","2025-04-17 03:12:09","2025-04-17 13:12:09",NULL,NULL,True,"export,export"
1354,1085,NULL,"billing","critical","waiting_on_customer","GDPR data export request","2025-09-01 00:54:47","2025-09-01 02:32:47",NULL,NULL,True,NULL
1355,48,801,"technical","medium","closed","Export failing for large datasets","2025-09-20 20:39:38","2025-09-22 10:39:38","2025-09-23 20:39:38",4,False,"onboarding;integration;mobile;billing"
1356,1123,NULL,"account","low","in_progress","Account merge request","2025-10-12 13:56:42","2025-10-12 15:56:42",NULL,NULL,False,NULL
1357,968,NULL,"performance","high","resolved","Slow loading on project boards","2024-05-01 17:25:36","2024-05-02 02:25:36","2024-05-05 18:25:36",4,True,NULL
1358,528,6705,"security","medium","resolved","SSO configuration help needed","2024-11-24 15:01:43","2024-11-26 01:01:43","2024-12-01 09:01:43",NULL,False,"ux , documentation , bug , urgent"
1359,1145,NULL,"onboarding","medium","closed","Time tracking sync issues","2025-06-03 14:23:48","2025-06-03 16:23:48","2025-06-05 23:23:48",NULL,False,NULL
1360,726,NULL,"feature_request","high","in_progress","Slow loading on project boards","2025-01-19 15:58:59","2025-01-19 17:58:59",NULL,NULL,False,"security , urgent , billing"
1361,386,4894,"account","low","waiting_on_customer","Permission settings not saving","2024-04-20 23:59:08","2024-04-21 09:59:08",NULL,NULL,False,"documentation"
1362,852,NULL,"security","medium","closed","GDPR data export request","2025-09-04 08:19:27","2025-09-07 00:19:27","2025-09-11 02:19:27",5,False,"enterprise , onboarding , training"
1363,975,NULL,"onboarding","high","in_progress","Feature request: dark mode","2025-03-08 18:15:10","2025-03-08 22:15:10",NULL,NULL,False,"urgent,migration,integration"
1364,567,7239,"account","critical","resolved","White label logo not displaying","2025-04-28 16:43:17","2025-04-28 17:20:17","2025-05-03 20:20:17",3,True,NULL
1365,264,3686,"feature_request","medium","waiting_on_customer","Cannot login to dashboard","2025-09-25 03:58:36","2025-09-26 22:58:36",NULL,NULL,False,"migration, documentation, ux, gdpr"
1366,655,8434,"data_export","medium","resolved","Integration with Slack not working","2024-07-26 14:28:35","2024-07-28 04:28:35","2024-08-02 20:28:35",3,False,"gdpr,ux,performance,sso"
1367,543,6906,"performance","high","closed","Export failing for large datasets","2025-07-06 08:32:59","2025-07-06 15:32:59","2025-07-09 02:32:59",4,False,"feature , enterprise , feature"
1368,701,NULL,"technical","medium","resolved","Need to add more team members","2023-10-31 20:08:11","2023-11-01 05:08:11","2023-11-02 18:08:11",NULL,False,"technical"
1369,510,6469,"technical","low","in_progress","Custom workflow automation broken","2025-10-22 04:36:36","2025-10-23 21:36:36",NULL,NULL,False,"export"
1370,1169,NULL,"feature_request","critical","closed","SSO configuration help needed","2023-12-06 05:00:51","2023-12-06 05:28:51","2023-12-08 01:28:51",NULL,False,"bug , feature , sso , billing , bug"
1371,635,8146,"account","low","in_progress","Webhook delivery failures","2023-12-13 04:18:44","2023-12-15 02:18:44",NULL,NULL,False,"migration"
1372,922,NULL,"onboarding","low","closed","Audit log access denied","2025-08-06 16:27:46","2025-08-08 13:27:46","2025-08-14 13:27:46",NULL,False,"bug;api;integration;technical"
1373,1181,NULL,"api","medium","open","Mobile app crashes on Android","2024-12-26 17:08:49",NULL,NULL,NULL,False,"onboarding;ux;training"
1374,227,3203,"security","medium","in_progress","Feature request: dark mode","2025-07-28 11:51:14","2025-07-30 00:51:14",NULL,NULL,False,"performance"
1375,1030,NULL,"billing","high","closed","Account merge request","2025-10-29 14:14:27","2025-10-30 01:14:27","2025-10-30 10:14:27",NULL,True,NULL
1376,275,3799,"feature_request","critical","open","Permission settings not saving","2025-03-31 15:28:56",NULL,NULL,NULL,False,"technical, billing, enterprise"
1377,96,1440,"api","medium","waiting_on_customer","Cannot downgrade plan","2024-02-24 22:21:13","2024-02-26 12:21:13",NULL,NULL,False,"migration"
1378,458,5895,"integration","high","closed","Audit log access denied","2025-10-04 18:33:17","2025-10-04 22:33:17","2025-10-10 10:33:17",NULL,False,"integration, bug"
1379,943,NULL,"billing","critical","closed","Mobile app crashes on Android","2024-10-22 05:21:45","2024-10-22 07:08:45","2024-10-25 02:08:45",NULL,False,"performance, enterprise"
1380,1015,NULL,"security","low","open","Export failing for large datasets","2025-08-22 15:46:35",NULL,NULL,NULL,False,"mobile,api,gdpr"
1381,261,3637,"feature_request","medium","waiting_on_customer","API rate limiting issues","2025-01-31 10:52:25","2025-02-01 03:52:25",NULL,NULL,False,"onboarding , enterprise , api , documentation"
1382,1166,NULL,"performance","low","open","Integration with Slack not working","2025-05-11 17:02:33",NULL,NULL,NULL,False,"feature,gdpr"
1383,677,NULL,"integration","medium","open","Permission settings not saving","2024-06-19 17:41:17",NULL,NULL,NULL,False,"training"
1384,114,1626,"billing","low","open","Data import from CSV failing","2025-07-18 10:06:29",NULL,NULL,NULL,False,NULL
1385,739,NULL,"security","medium","in_progress","Audit log access denied","2023-05-12 21:34:20","2023-05-13 18:34:20",NULL,NULL,False,"mobile, gdpr, sso"
1386,554,7080,"onboarding","low","waiting_on_customer","GDPR data export request","2024-08-17 12:28:12","2024-08-19 09:28:12",NULL,NULL,False,NULL
1387,284,3843,"integration","high","in_progress","Data import from CSV failing","2023-09-01 00:47:56","2023-09-01 01:47:56",NULL,NULL,False,"training;technical;migration"
1388,1039,NULL,"integration","low","open","Need to add more team members","2025-09-02 11:00:57",NULL,NULL,NULL,False,"onboarding, performance, integration, training"
1444,1101,NULL,"account","medium","waiting_on_customer","API rate limiting issues","2025-07-11 12:58:36","2025-07-11 16:58:36",NULL,NULL,False,NULL
1389,558,7159,"api","medium","resolved","Integration with Slack not working","2023-11-19 18:13:14","2023-11-22 11:13:14","2023-11-23 11:13:14",5,False,"performance , migration , documentation"
1390,1000,NULL,"billing","critical","in_progress","API rate limiting issues","2025-07-17 08:16:24","2025-07-17 09:25:24",NULL,NULL,False,"bug, technical"
1391,747,NULL,"data_export","medium","resolved","Webhook delivery failures","2025-02-14 16:48:20","2025-02-17 03:48:20","2025-02-19 00:48:20",2,False,"gdpr"
1392,1181,NULL,"api","low","open","Permission settings not saving","2024-06-20 08:44:04",NULL,NULL,NULL,False,"feature,mobile,documentation"
1393,5,74,"billing","medium","closed","Gantt chart not rendering correctly","2024-01-30 11:55:31","2024-01-31 01:55:31","2024-02-04 16:55:31",NULL,False,"urgent, enterprise, feature, urgent"
1394,885,NULL,"technical","medium","closed","Report generation timeout","2024-04-25 11:43:49","2024-04-26 19:43:49","2024-04-30 14:43:49",NULL,False,"urgent,ux,security,sso"
1395,582,7532,"performance","low","waiting_on_customer","Audit log access denied","2025-01-14 23:43:26","2025-01-16 19:43:26",NULL,NULL,False,"onboarding , feature"
1396,1113,NULL,"technical","medium","waiting_on_customer","Need help with API authentication","2025-10-14 20:18:17","2025-10-15 04:18:17",NULL,NULL,False,"technical,technical"
1397,687,NULL,"technical","low","resolved","Feature request: dark mode","2025-09-17 18:22:19","2025-09-20 00:22:19","2025-09-26 13:22:19",3,False,"export , security , urgent"
1398,303,4026,"security","high","closed","Billing discrepancy on latest invoice","2025-08-22 09:16:16","2025-08-22 11:16:16","2025-08-24 09:16:16",3,True,"performance;security;training"
1399,1079,NULL,"onboarding","medium","closed","Data import from CSV failing","2025-04-17 01:31:57","2025-04-19 02:31:57","2025-04-26 02:31:57",NULL,False,NULL
1400,778,NULL,"billing","medium","closed","Gantt chart not rendering correctly","2025-08-23 10:07:23","2025-08-24 15:07:23","2025-08-25 19:07:23",4,False,"technical,gdpr,feature,enterprise"
1401,959,NULL,"api","low","waiting_on_customer","Gantt chart not rendering correctly","2025-09-16 20:49:23","2025-09-19 12:49:23",NULL,NULL,False,"sso"
1402,415,5245,"feature_request","critical","waiting_on_customer","API rate limiting issues","2025-10-03 08:56:47","2025-10-03 10:36:47",NULL,NULL,False,"mobile"
1403,22,460,"account","low","in_progress","Mobile app crashes on Android","2025-02-12 20:42:45","2025-02-13 15:42:45",NULL,NULL,False,"integration,mobile,technical,enterprise"
1404,1075,NULL,"feature_request","low","resolved","Data import from CSV failing","2025-06-19 07:10:35","2025-06-20 18:10:35","2025-06-23 14:10:35",5,False,"integration, documentation, gdpr, performance"
1405,237,3335,"data_export","low","open","Feature request: dark mode","2025-10-03 09:49:32",NULL,NULL,NULL,False,"enterprise, billing"
1406,338,4315,"performance","medium","in_progress","Mobile app crashes on Android","2024-06-26 20:00:01","2024-06-28 02:00:01",NULL,NULL,False,"gdpr"
1407,277,3813,"billing","high","open","White label logo not displaying","2025-08-08 20:52:24",NULL,NULL,NULL,False,"ux"
1408,446,5685,"data_export","low","in_progress","Need to add more team members","2025-06-19 16:18:53","2025-06-21 20:18:53",NULL,NULL,False,"export;migration;performance;training"
1409,1008,NULL,"performance","critical","open","SSO configuration help needed","2023-08-24 17:01:28",NULL,NULL,NULL,True,"security , billing , export , technical"
1410,1052,NULL,"account","low","in_progress","SSO configuration help needed","2025-10-22 01:07:25","2025-10-22 09:07:25",NULL,NULL,False,"integration, bug"
1411,626,8037,"integration","high","open","Custom workflow automation broken","2025-09-05 06:44:03",NULL,NULL,NULL,False,NULL
1412,114,1611,"feature_request","high","waiting_on_customer","Integration with Slack not working","2025-09-01 10:47:52","2025-09-01 12:47:52",NULL,NULL,False,"training , bug"
1413,962,NULL,"account","medium","waiting_on_customer","Account merge request","2024-10-07 18:40:17","2024-10-08 19:40:17",NULL,NULL,False,"api"
1414,700,NULL,"integration","low","closed","Export failing for large datasets","2024-08-24 11:15:34","2024-08-26 21:15:34","2024-08-28 08:15:34",5,False,NULL
1415,131,1968,"billing","high","open","Cannot login to dashboard","2025-05-30 16:34:59",NULL,NULL,NULL,True,"billing"
1416,975,NULL,"feature_request","low","waiting_on_customer","Feature request: dark mode","2025-03-06 23:05:15","2025-03-07 20:05:15",NULL,NULL,False,NULL
1417,692,NULL,"billing","medium","open","Export failing for large datasets","2024-10-15 19:19:51",NULL,NULL,NULL,False,"integration"
1418,771,NULL,"account","medium","closed","Mobile app crashes on Android","2024-01-11 09:43:53","2024-01-14 05:43:53","2024-01-20 23:43:53",NULL,False,"technical"
1419,976,NULL,"billing","high","resolved","Cannot downgrade plan","2025-03-10 17:45:14","2025-03-11 02:45:14","2025-03-13 13:45:14",NULL,False,"bug , performance , billing , technical"
1420,269,3742,"feature_request","high","in_progress","Audit log access denied","2025-05-12 07:59:17","2025-05-12 08:59:17",NULL,NULL,True,"mobile,security"
1421,126,1842,"billing","medium","resolved","Need help with API authentication","2025-03-22 16:49:45","2025-03-23 09:49:45","2025-03-30 04:49:45",4,False,"feature , ux , documentation"
1422,143,2122,"account","low","open","Custom workflow automation broken","2025-02-22 02:22:14",NULL,NULL,NULL,False,"technical, performance"
1423,240,3409,"onboarding","critical","in_progress","API rate limiting issues","2025-07-20 23:27:25","2025-07-20 23:37:25",NULL,NULL,True,"ux;onboarding"
1424,294,3953,"account","medium","open","Slow loading on project boards","2025-07-17 08:32:55",NULL,NULL,NULL,False,"bug,security"
1425,207,2929,"technical","medium","open","Cannot login to dashboard","2025-05-22 04:13:41",NULL,NULL,NULL,False,NULL
1426,807,NULL,"integration","medium","resolved","Data import from CSV failing","2024-01-11 07:50:50","2024-01-11 13:50:50","2024-01-14 02:50:50",NULL,False,NULL
1427,135,1995,"feature_request","low","closed","White label logo not displaying","2025-06-08 06:06:07","2025-06-09 05:06:07","2025-06-09 13:06:07",NULL,False,NULL
1428,789,NULL,"data_export","critical","resolved","Need help with API authentication","2024-11-28 21:58:44","2024-11-28 22:27:44","2024-12-03 01:27:44",NULL,False,"onboarding"
1429,1043,NULL,"billing","high","open","Time tracking sync issues","2025-08-06 09:18:58",NULL,NULL,NULL,False,"documentation , api , technical , gdpr"
1430,995,NULL,"account","low","in_progress","Data import from CSV failing","2025-08-17 03:41:58","2025-08-17 14:41:58",NULL,NULL,False,"sso, bug, onboarding, api"
1431,1108,NULL,"account","medium","open","Mobile app crashes on Android","2024-01-13 05:44:57",NULL,NULL,NULL,False,"billing;feature;urgent"
1432,762,NULL,"integration","high","resolved","Need to add more team members","2025-03-20 10:28:20","2025-03-20 14:28:20","2025-03-21 14:28:20",3,False,"documentation, performance, ux, gdpr"
1433,1170,NULL,"integration","medium","resolved","Audit log access denied","2024-10-06 12:36:48","2024-10-06 19:36:48","2024-10-11 14:36:48",5,False,"sso;ux;sso"
1434,318,4148,"account","medium","open","Webhook delivery failures","2024-07-07 15:20:16",NULL,NULL,NULL,False,"sso;documentation"
1435,740,NULL,"security","low","closed","Audit log access denied","2025-04-26 12:45:46","2025-04-28 08:45:46","2025-05-02 09:45:46",3,False,"enterprise, ux, mobile"
1436,766,NULL,"performance","medium","closed","Cannot login to dashboard","2025-10-21 02:54:03","2025-10-22 08:54:03","2025-10-25 16:54:03",NULL,False,"enterprise, training"
1437,1059,NULL,"feature_request","critical","closed","Account merge request","2025-09-24 23:47:21","2025-09-25 00:59:21","2025-09-28 19:59:21",2,False,"documentation,integration,export,mobile"
1438,1183,NULL,"data_export","medium","closed","Gantt chart not rendering correctly","2023-12-29 19:06:00","2023-12-31 08:06:00","2024-01-05 16:06:00",5,False,"onboarding, api, gdpr"
1439,241,3414,"security","medium","in_progress","Slow loading on project boards","2024-07-04 04:13:42","2024-07-05 19:13:42",NULL,NULL,False,"ux,integration,documentation,technical"
1440,326,4192,"data_export","high","resolved","Need to add more team members","2025-04-20 03:10:39","2025-04-20 05:10:39","2025-04-23 09:10:39",5,False,"bug , migration , feature , integration"
1441,496,6268,"technical","medium","resolved","API rate limiting issues","2025-03-13 20:07:17","2025-03-15 13:07:17","2025-03-18 09:07:17",3,False,"migration,export,feature,gdpr"
1442,986,NULL,"api","medium","in_progress","Custom workflow automation broken","2025-09-21 05:51:55","2025-09-21 23:51:55",NULL,NULL,False,"documentation,onboarding,integration"
1443,196,2763,"performance","low","closed","Mobile app crashes on Android","2025-09-21 07:20:30","2025-09-22 12:20:30","2025-09-28 03:20:30",3,False,"api , feature , bug , documentation"
1445,456,5857,"security","medium","waiting_on_customer","Need to add more team members","2025-02-22 10:25:34","2025-02-25 03:25:34",NULL,NULL,False,"documentation"
1446,1136,NULL,"account","low","resolved","Cannot login to dashboard","2024-02-24 17:14:09","2024-02-24 19:14:09","2024-02-29 05:14:09",5,False,"performance , integration"
1447,264,3686,"account","medium","in_progress","Need help with API authentication","2025-10-13 12:15:56","2025-10-13 17:15:56",NULL,NULL,False,"documentation , feature"
1448,898,NULL,"api","low","resolved","Need to add more team members","2023-08-17 02:47:12","2023-08-17 14:47:12","2023-08-23 06:47:12",NULL,False,"export, api, bug, export"
1449,637,8186,"integration","low","closed","API rate limiting issues","2025-01-07 03:52:09","2025-01-08 09:52:09","2025-01-15 00:52:09",3,False,NULL
1450,1027,NULL,"data_export","medium","resolved","Integration with Slack not working","2024-07-25 08:55:28","2024-07-26 20:55:28","2024-07-30 09:55:28",NULL,False,"export"
1451,633,8127,"security","medium","waiting_on_customer","Permission settings not saving","2023-07-25 05:58:32","2023-07-25 17:58:32",NULL,NULL,False,"ux , documentation"
1452,520,6611,"feature_request","low","closed","Custom workflow automation broken","2024-12-02 17:10:25","2024-12-02 21:10:25","2024-12-04 14:10:25",3,False,"enterprise,technical,documentation"
1453,76,1153,"security","low","open","Account merge request","2025-07-09 07:40:21",NULL,NULL,NULL,False,"security"
1454,258,3574,"performance","high","in_progress","Mobile app crashes on Android","2025-02-25 09:06:52","2025-02-25 12:06:52",NULL,NULL,False,NULL
1455,1099,NULL,"integration","medium","resolved","Integration with Slack not working","2024-05-01 14:35:13","2024-05-02 19:35:13","2024-05-04 13:35:13",4,False,"gdpr;integration;gdpr"
1456,413,5208,"integration","medium","resolved","Time tracking sync issues","2024-11-20 09:43:23","2024-11-20 23:43:23","2024-11-22 20:43:23",3,False,"documentation, urgent"
1457,873,NULL,"security","medium","waiting_on_customer","Audit log access denied","2025-06-27 19:10:59","2025-06-29 02:10:59",NULL,NULL,False,"api, gdpr, export"
1458,757,NULL,"data_export","low","closed","Need to add more team members","2025-10-04 08:42:10","2025-10-06 19:42:10","2025-10-08 01:42:10",NULL,False,"security, api, onboarding"
1459,118,1694,"data_export","low","resolved","Integration with Slack not working","2025-10-10 19:51:39","2025-10-11 00:51:39","2025-10-15 16:51:39",NULL,False,NULL
1460,840,NULL,"account","high","in_progress","Mobile app crashes on Android","2024-12-25 15:39:45","2024-12-25 22:39:45",NULL,NULL,False,NULL
1461,529,6711,"performance","low","closed","Account merge request","2024-07-14 21:30:52","2024-07-17 07:30:52","2024-07-22 20:30:52",NULL,False,"performance"
1462,566,7219,"technical","high","open","Account merge request","2024-07-13 02:43:56",NULL,NULL,NULL,True,"gdpr;export;urgent;performance"
1463,471,6055,"security","low","waiting_on_customer","Billing discrepancy on latest invoice","2025-01-12 22:48:25","2025-01-15 13:48:25",NULL,NULL,False,"technical, performance"
1464,350,4488,"onboarding","critical","waiting_on_customer","Gantt chart not rendering correctly","2024-12-12 09:29:36","2024-12-12 09:44:36",NULL,NULL,False,"gdpr"
1465,959,NULL,"account","medium","closed","API rate limiting issues","2025-04-25 06:19:46","2025-04-26 02:19:46","2025-04-29 13:19:46",1,False,"technical,technical"
1466,564,7217,"billing","high","closed","Audit log access denied","2023-12-30 02:51:10","2023-12-30 14:51:10","2024-01-02 00:51:10",3,True,"gdpr"
1467,814,NULL,"technical","high","closed","Custom workflow automation broken","2025-10-25 02:53:11","2025-10-25 09:53:11","2025-11-01 05:53:11",NULL,False,"integration, technical"
1468,605,7756,"technical","high","resolved","Time tracking sync issues","2025-05-12 23:00:56","2025-05-13 06:00:56","2025-05-15 22:00:56",3,False,"technical;sso"
1469,26,528,"api","medium","closed","Gantt chart not rendering correctly","2023-10-18 02:51:42","2023-10-19 09:51:42","2023-10-20 17:51:42",NULL,False,"security,integration,ux"
1470,905,NULL,"feature_request","high","waiting_on_customer","Integration with Slack not working","2025-09-04 15:37:30","2025-09-04 22:37:30",NULL,NULL,False,"api;gdpr;documentation"
1471,376,4791,"security","medium","waiting_on_customer","SSO configuration help needed","2025-02-11 11:09:49","2025-02-12 17:09:49",NULL,NULL,False,"training,sso,onboarding,integration"
1472,80,1231,"billing","medium","waiting_on_customer","Need to add more team members","2024-12-20 07:33:42","2024-12-22 21:33:42",NULL,NULL,False,NULL
1473,319,4153,"data_export","low","closed","Gantt chart not rendering correctly","2025-07-16 07:50:49","2025-07-18 06:50:49","2025-07-20 14:50:49",4,False,"technical;gdpr;enterprise;documentation"
1474,609,7800,"integration","medium","open","Gantt chart not rendering correctly","2025-08-24 19:10:43",NULL,NULL,NULL,False,NULL
1475,250,3499,"billing","medium","in_progress","Duplicate notifications being sent","2025-09-26 11:51:26","2025-09-28 18:51:26",NULL,NULL,False,"integration;gdpr"
1476,827,NULL,"integration","high","closed","Gantt chart not rendering correctly","2024-06-01 12:17:40","2024-06-01 20:17:40","2024-06-02 22:17:40",4,False,"billing"
1477,247,3457,"api","high","waiting_on_customer","White label logo not displaying","2025-04-19 14:53:10","2025-04-19 21:53:10",NULL,NULL,False,"enterprise,security,migration"
1478,943,NULL,"security","low","open","Export failing for large datasets","2024-05-12 07:18:56",NULL,NULL,NULL,False,"technical, billing"
1479,717,NULL,"data_export","high","open","Gantt chart not rendering correctly","2024-11-12 12:34:59",NULL,NULL,NULL,False,"urgent , sso , export , migration"
1480,532,6760,"technical","low","in_progress","Mobile app crashes on Android","2024-05-26 08:29:54","2024-05-27 19:29:54",NULL,NULL,False,"feature"
1481,1199,NULL,"security","medium","resolved","Audit log access denied","2025-04-06 03:55:43","2025-04-07 03:55:43","2025-04-08 11:55:43",4,False,"security , onboarding , mobile , export , security"
1482,614,7832,"feature_request","medium","open","Audit log access denied","2025-07-29 10:37:54",NULL,NULL,NULL,False,"api"
1483,86,1308,"account","low","in_progress","Custom workflow automation broken","2025-10-14 19:27:55","2025-10-15 00:27:55",NULL,NULL,False,NULL
1484,757,NULL,"technical","critical","waiting_on_customer","Permission settings not saving","2025-10-30 09:03:52","2025-10-30 09:56:52",NULL,NULL,True,"export"
