"customer_id","company_name","industry","company_size","country_code","timezone","subscription_id","subscription_status","plan_id","mrr_usd","start_date","end_date","billing_cycle","cancellation_reason","plan_name","plan_tier","monthly_price_usd"
285,"Luna Dev","Manufacturing","medium","BR","America/Sao_Paulo",422,"active",6,99.00,"2023-08-10",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
286,"KitePlatform","Real Estate","small","BR","America/Sao_Paulo",423,"cancelled",1,0.00,"2024-12-03","2025-07-30","monthly","Switched competitor","Free","free",0.00
286,"KitePlatform","Real Estate","small","BR","America/Sao_Paulo",424,"expired",3,15.83,"2025-07-30","2025-10-05","annual","Company reorganization","Starter Plus","starter",19.00
286,"KitePlatform","Real Estate","small","BR","America/Sao_Paulo",425,"active",5,59.00,"2025-10-05",NULL,"monthly",NULL,"Professional Plus","professional",59.00
287,"Bolt Software","Media","enterprise","JP","Asia/Tokyo",426,"expired",2,12.00,"2024-09-21","2025-01-06","monthly","Too expensive","Starter","starter",12.00
287,"Bolt Software","Media","enterprise","JP","Asia/Tokyo",427,"active",3,19.00,"2025-01-06",NULL,"monthly",NULL,"Starter Plus","starter",19.00
288,"FlowIO","Telecommunications","medium","JP","Asia/Tokyo",428,"active",1,0.00,"2024-01-15",NULL,"monthly",NULL,"Free","free",0.00
289,"OrbitIO","Manufacturing","small","BR","America/Sao_Paulo",429,"expired",1,0.00,"2023-05-18","2024-04-09","monthly","Too expensive","Free","free",0.00
289,"OrbitIO","Manufacturing","small","BR","America/Sao_Paulo",430,"expired",6,61.88,"2024-04-09","2025-03-06","annual",NULL,"Enterprise","enterprise",99.00
289,"OrbitIO","Manufacturing","small","BR","America/Sao_Paulo",431,"active",3,15.83,"2025-03-06",NULL,"annual",NULL,"Starter Plus","starter",19.00
290,"SyncGroup","Manufacturing","small","GB","Europe/London",432,"expired",3,15.83,"2024-01-20","2024-05-19","annual","Too expensive","Starter Plus","starter",19.00
290,"SyncGroup","Manufacturing","small","GB","Europe/London",433,"active",5,59.00,"2024-05-19",NULL,"monthly",NULL,"Professional Plus","professional",59.00
291,"Beam Stack","Real Estate","small","DE","Europe/Berlin",434,"expired",4,39.00,"2024-02-11","2024-08-05","monthly","Company reorganization","Professional","professional",39.00
291,"Beam Stack","Real Estate","small","DE","Europe/Berlin",435,"active",4,32.50,"2024-08-05",NULL,"annual",NULL,"Professional","professional",39.00
292,"LunaStudio","Consulting","small","DE","Europe/Berlin",436,"cancelled",1,0.00,"2024-11-06","2025-03-05","annual","Not using it","Free","free",0.00
293,"GridSoftware","Insurance","small","JP","Asia/Tokyo",437,"expired",3,19.00,"2023-01-06","2023-08-21","monthly","Budget cuts","Starter Plus","starter",19.00
293,"GridSoftware","Insurance","small","JP","Asia/Tokyo",438,"active",4,39.00,"2023-08-21",NULL,"monthly",NULL,"Professional","professional",39.00
294,"UnitLogic","Manufacturing","medium","SG","Asia/Singapore",439,"expired",5,49.17,"2024-03-25","2024-09-06","annual","Budget cuts","Professional Plus","professional",59.00
294,"UnitLogic","Manufacturing","medium","SG","Asia/Singapore",440,"cancelled",5,49.17,"2024-09-06","2025-09-16","annual","Not using it","Professional Plus","professional",59.00
295,"NexusSolutions","Marketing","small","SG","Asia/Singapore",441,"active",5,49.17,"2024-02-09",NULL,"annual",NULL,"Professional Plus","professional",59.00
296,"WaveStudio","Education","small","BR","America/Sao_Paulo",442,"expired",1,0.00,"2024-06-02","2025-01-30","monthly","Switched competitor","Free","free",0.00
296,"WaveStudio","Education","small","BR","America/Sao_Paulo",443,"cancelled",2,12.00,"2025-01-30","2024-08-27","monthly","Budget cuts","Starter","starter",12.00
297,"Core Logic","Real Estate","medium","GB","Europe/London",444,"expired",6,99.00,"2025-06-01","2025-10-22","monthly","Not using it","Enterprise","enterprise",99.00
297,"Core Logic","Real Estate","medium","GB","Europe/London",445,"cancelled",6,99.00,"2025-10-22","2025-07-23","monthly","Company reorganization","Enterprise","enterprise",99.00
298,"Ultra Corp","Marketing","medium","JP","Asia/Tokyo",446,"cancelled",1,0.00,"2025-02-05","2025-09-22","annual","Budget cuts","Free","free",0.00
298,"Ultra Corp","Marketing","medium","JP","Asia/Tokyo",447,"active",2,12.00,"2025-09-22",NULL,"monthly",NULL,"Starter","starter",12.00
299,"Keen Analytics","Finance","large","SG","Asia/Singapore",448,"active",5,59.00,"2023-07-31",NULL,"monthly",NULL,"Professional Plus","professional",59.00
300,"Flow Ops","Logistics","medium","BR","America/Sao_Paulo",449,"active",5,59.00,"2023-11-19",NULL,"monthly",NULL,"Professional Plus","professional",59.00
301,"FluxSolutions","Telecommunications","medium","DE","Europe/Berlin",450,"expired",3,15.83,"2024-05-04","2024-12-04","annual",NULL,"Starter Plus","starter",19.00
301,"FluxSolutions","Telecommunications","medium","DE","Europe/Berlin",451,"active",5,41.79,"2024-12-04",NULL,"annual",NULL,"Professional Plus","professional",59.00
302,"DriftSystems","Consulting","small","FR","Europe/Paris",452,"active",2,10.00,"2024-09-19",NULL,"annual",NULL,"Starter","starter",12.00
303,"EchoGroup","Finance","medium","AU","Australia/Sydney",453,"active",3,15.83,"2023-07-04",NULL,"annual",NULL,"Starter Plus","starter",19.00
304,"Pulse Dynamics","Manufacturing","enterprise","AU","Australia/Sydney",454,"active",3,15.83,"2023-06-30",NULL,"annual",NULL,"Starter Plus","starter",19.00
305,"Keen AI","Manufacturing","small","FR","Europe/Paris",455,"active",6,99.00,"2023-12-09",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
306,"MetaVentures","Logistics","medium","US","America/Los_Angeles",456,"expired",6,99.00,"2024-04-02","2024-09-26","monthly","Not using it","Enterprise","enterprise",99.00
306,"MetaVentures","Logistics","medium","US","America/Los_Angeles",457,"expired",2,12.00,"2024-09-26","2025-08-20","monthly","Switched competitor","Starter","starter",12.00
306,"MetaVentures","Logistics","medium","US","America/Los_Angeles",458,"active",2,9.00,"2025-08-20",NULL,"annual",NULL,"Starter","starter",12.00
307,"KiteStack","Marketing","medium","SG","Asia/Singapore",459,"expired",1,0.00,"2023-08-22","2024-06-13","monthly","Switched competitor","Free","free",0.00
307,"KiteStack","Marketing","medium","SG","Asia/Singapore",460,"active",2,12.00,"2024-06-13",NULL,"monthly",NULL,"Starter","starter",12.00
308,"MistStack","Telecommunications","medium","IN","Asia/Kolkata",461,"cancelled",1,0.00,"2023-01-24","2024-02-22","monthly","Company reorganization","Free","free",0.00
309,"NovaSolutions","Healthcare","small","CA","America/Toronto",462,"cancelled",4,32.50,"2024-09-24","2025-07-05","annual","Budget cuts","Professional","professional",39.00
310,"Hive Solutions","Technology","small","SG","Asia/Singapore",463,"active",2,12.00,"2024-07-15",NULL,"monthly",NULL,"Starter","starter",12.00
311,"LinkGroup","Legal","large","BR","America/Sao_Paulo",464,"cancelled",1,0.00,"2023-08-21","2024-06-28","annual","Budget cuts","Free","free",0.00
311,"LinkGroup","Legal","large","BR","America/Sao_Paulo",465,"cancelled",5,44.25,"2024-06-28","2025-01-07","annual","Missing features","Professional Plus","professional",59.00
311,"LinkGroup","Legal","large","BR","America/Sao_Paulo",466,"active",6,82.50,"2025-01-07",NULL,"annual",NULL,"Enterprise","enterprise",99.00
312,"SageIO","Consulting","small","US","America/New_York",467,"active",6,82.50,"2023-07-13",NULL,"annual",NULL,"Enterprise","enterprise",99.00
313,"TrekPro","Retail","medium","GB","Europe/London",468,"active",1,0.00,"2024-12-02",NULL,"monthly",NULL,"Free","free",0.00
314,"ArcSoftware","Finance","small","DE","Europe/Berlin",469,"cancelled",3,15.83,"2023-11-25","2024-02-08","annual","Too expensive","Starter Plus","starter",19.00
314,"ArcSoftware","Finance","small","DE","Europe/Berlin",470,"cancelled",4,32.50,"2024-02-08","2024-02-01","annual","Missing features","Professional","professional",39.00
315,"RushDigital","Legal","small","GB","Europe/London",471,"active",1,0.00,"2025-03-29",NULL,"monthly",NULL,"Free","free",0.00
316,"VertexTech","Finance","small","DE","Europe/Berlin",472,"active",2,10.00,"2023-09-14",NULL,"annual",NULL,"Starter","starter",12.00
317,"Zeal HQ","E-commerce","large","US","America/New_York",473,"active",3,19.00,"2024-11-28",NULL,"monthly",NULL,"Starter Plus","starter",19.00
318,"Jade Dev","Healthcare","small","CA","America/Toronto",474,"cancelled",4,32.50,"2023-08-30","2024-04-27","annual","Switched competitor","Professional","professional",39.00
318,"Jade Dev","Healthcare","small","CA","America/Toronto",475,"active",6,99.00,"2024-04-27",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
319,"LinkSystems","E-commerce","small","US","America/New_York",476,"active",2,12.00,"2023-04-02",NULL,"monthly",NULL,"Starter","starter",12.00
320,"Wave Stack","Finance","large","JP","Asia/Tokyo",477,"active",1,0.00,"2025-02-13",NULL,"monthly",NULL,"Free","free",0.00
321,"BoltNet","Legal","small","DE","Europe/Berlin",478,"active",1,0.00,"2023-07-14",NULL,"monthly",NULL,"Free","free",0.00
322,"RushGroup","Media","small","US","America/Chicago",479,"expired",4,39.00,"2023-01-01","2023-07-25","monthly","Company reorganization","Professional","professional",39.00
322,"RushGroup","Media","small","US","America/Chicago",480,"active",4,29.25,"2023-07-25",NULL,"annual",NULL,"Professional","professional",39.00
323,"NexusStudio","E-commerce","small","FR","Europe/Paris",481,"active",3,19.00,"2024-05-24",NULL,"monthly",NULL,"Starter Plus","starter",19.00
324,"Hive Ops","Healthcare","small","US","America/Los_Angeles",482,"expired",1,0.00,"2024-10-19","2025-09-02","annual","Company reorganization","Free","free",0.00
324,"Hive Ops","Healthcare","small","US","America/Los_Angeles",483,"cancelled",3,19.00,"2025-09-02","2025-11-01","monthly","Too expensive","Starter Plus","starter",19.00
324,"Hive Ops","Healthcare","small","US","America/Los_Angeles",484,"active",7,165.83,"2025-11-01",NULL,"annual",NULL,"Enterprise Custom","enterprise",199.00
325,"Trek Tech","Technology","small","SG","Asia/Singapore",485,"active",4,39.00,"2025-01-31",NULL,"monthly",NULL,"Professional","professional",39.00
326,"NexusAnalytics","Legal","small","DE","Europe/Berlin",486,"expired",2,10.00,"2023-07-14","2024-01-12","annual",NULL,"Starter","starter",12.00
326,"NexusAnalytics","Legal","small","DE","Europe/Berlin",487,"cancelled",4,39.00,"2024-01-12","2024-11-30","monthly","Not using it","Professional","professional",39.00
326,"NexusAnalytics","Legal","small","DE","Europe/Berlin",488,"cancelled",3,15.83,"2024-11-30","2024-09-02","annual","Missing features","Starter Plus","starter",19.00
327,"JadePro","Legal","small","SG","Asia/Singapore",489,"expired",2,12.00,"2023-06-20","2024-03-23","monthly","Company reorganization","Starter","starter",12.00
327,"JadePro","Legal","small","SG","Asia/Singapore",490,"paused",5,59.00,"2024-03-23",NULL,"monthly",NULL,"Professional Plus","professional",59.00
328,"IrisGroup","Marketing","small","JP","Asia/Tokyo",491,"active",3,19.00,"2024-07-30",NULL,"monthly",NULL,"Starter Plus","starter",19.00
329,"ZenLabs","Education","medium","US","America/New_York",492,"active",1,0.00,"2023-08-08",NULL,"monthly",NULL,"Free","free",0.00
330,"JadeDev","Telecommunications","medium","US","America/Los_Angeles",493,"active",1,0.00,"2024-08-19",NULL,"monthly",NULL,"Free","free",0.00
331,"UnitWorks","Finance","medium","FR","Europe/Paris",494,"active",4,39.00,"2025-04-07",NULL,"monthly",NULL,"Professional","professional",39.00
332,"WaveCorp","Retail","small","GB","Europe/London",495,"cancelled",1,0.00,"2024-06-20","2025-09-12","monthly","Not using it","Free","free",0.00
333,"ZenHQ","Real Estate","medium","US","America/Chicago",496,"cancelled",2,10.80,"2024-05-02","2025-02-24","monthly","Not using it","Starter","starter",12.00
333,"ZenHQ","Real Estate","medium","US","America/Chicago",497,"active",1,0.00,"2025-02-24",NULL,"monthly",NULL,"Free","free",0.00
334,"ZenDev","Legal","small","US","America/Los_Angeles",498,"cancelled",4,32.50,"2024-09-22","2025-07-29","annual","Too expensive","Professional","professional",39.00
334,"ZenDev","Legal","small","US","America/Los_Angeles",499,"active",4,32.50,"2025-07-29",NULL,"annual",NULL,"Professional","professional",39.00
335,"ZealCorp","Telecommunications","medium","US","America/Chicago",500,"cancelled",5,53.10,"2024-08-31","2024-12-26","monthly","Company reorganization","Professional Plus","professional",59.00
335,"ZealCorp","Telecommunications","medium","US","America/Chicago",501,"active",5,49.17,"2024-12-26",NULL,"annual",NULL,"Professional Plus","professional",59.00
336,"WaveGroup","Insurance","medium","BR","America/Sao_Paulo",502,"active",6,99.00,"2023-06-09",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
337,"Nexus Digital","Retail","enterprise","DE","Europe/Berlin",503,"active",3,15.83,"2023-12-06",NULL,"annual",NULL,"Starter Plus","starter",19.00
338,"JadeIO","Finance","large","FR","Europe/Paris",504,"cancelled",6,70.12,"2023-06-24","2024-05-30","annual","Switched competitor","Enterprise","enterprise",99.00
339,"DataHQ","Technology","small","AU","Australia/Sydney",505,"expired",2,10.00,"2023-01-20","2023-08-05","annual",NULL,"Starter","starter",12.00
339,"DataHQ","Technology","small","AU","Australia/Sydney",506,"active",3,16.15,"2023-08-05",NULL,"monthly",NULL,"Starter Plus","starter",19.00
340,"OrbitLogic","Legal","small","IN","Asia/Kolkata",507,"active",1,0.00,"2024-07-28",NULL,"monthly",NULL,"Free","free",0.00
341,"VertexIO","Finance","small","IN","Asia/Kolkata",508,"active",2,10.00,"2023-03-05",NULL,"annual",NULL,"Starter","starter",12.00
342,"Vertex Logic","Logistics","small","US","America/Chicago",509,"expired",2,10.80,"2024-08-09","2025-01-06","monthly",NULL,"Starter","starter",12.00
342,"Vertex Logic","Logistics","small","US","America/Chicago",510,"cancelled",2,10.00,"2025-01-06","2025-05-08","annual","Budget cuts","Starter","starter",12.00
343,"PeakDigital","Logistics","enterprise","GB","Europe/London",511,"active",1,0.00,"2024-03-16",NULL,"annual",NULL,"Free","free",0.00
344,"PeakVentures","Marketing","small","JP","Asia/Tokyo",512,"paused",1,0.00,"2025-02-22",NULL,"monthly",NULL,"Free","free",0.00
345,"Zeal Software","Healthcare","small","US","America/Los_Angeles",513,"active",4,39.00,"2023-08-25",NULL,"monthly",NULL,"Professional","professional",39.00
346,"SageHub","Media","enterprise","BR","America/Sao_Paulo",514,"cancelled",1,0.00,"2023-05-21","2024-06-05","annual","Company reorganization","Free","free",0.00
347,"ArcPlatform","E-commerce","enterprise","GB","Europe/London",515,"active",4,39.00,"2023-11-29",NULL,"monthly",NULL,"Professional","professional",39.00
348,"Vine Logic","Legal","small","AU","Australia/Sydney",516,"active",1,0.00,"2024-04-07",NULL,"annual",NULL,"Free","free",0.00
349,"HiveDynamics","Legal","small","JP","Asia/Tokyo",517,"expired",4,39.00,"2024-02-12","2024-12-23","monthly","Switched competitor","Professional","professional",39.00
349,"HiveDynamics","Legal","small","JP","Asia/Tokyo",518,"active",6,99.00,"2024-12-23",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
350,"DriftSolutions","Real Estate","small","FR","Europe/Paris",519,"cancelled",1,0.00,"2023-04-26","2024-04-07","annual","Missing features","Free","free",0.00
350,"DriftSolutions","Real Estate","small","FR","Europe/Paris",520,"cancelled",4,39.00,"2024-04-07","2025-09-20","monthly","Switched competitor","Professional","professional",39.00
351,"LunaHQ","Legal","small","CA","America/Toronto",521,"expired",1,0.00,"2023-05-07","2023-09-04","monthly","Budget cuts","Free","free",0.00
351,"LunaHQ","Legal","small","CA","America/Toronto",522,"cancelled",2,10.00,"2023-09-04","2025-05-04","annual","Not using it","Starter","starter",12.00
352,"UnitDev","Finance","medium","JP","Asia/Tokyo",523,"cancelled",1,0.00,"2025-06-02","2025-07-30","monthly","Missing features","Free","free",0.00
353,"ArcCloud","Insurance","medium","DE","Europe/Berlin",524,"active",1,0.00,"2025-02-22",NULL,"annual",NULL,"Free","free",0.00
354,"Link Ops","Consulting","medium","AU","Australia/Sydney",525,"active",3,19.00,"2024-07-24",NULL,"monthly",NULL,"Starter Plus","starter",19.00
355,"Cloud Ops","Real Estate","enterprise","BR","America/Sao_Paulo",526,"active",3,19.00,"2023-06-15",NULL,"monthly",NULL,"Starter Plus","starter",19.00
356,"DriftPro","Telecommunications","small","US","America/Chicago",527,"active",5,59.00,"2025-05-13",NULL,"monthly",NULL,"Professional Plus","professional",59.00
357,"VertexDev","E-commerce","large","GB","Europe/London",528,"active",1,0.00,"2024-05-10",NULL,"monthly",NULL,"Free","free",0.00
358,"BeamGroup","Education","medium","BR","America/Sao_Paulo",529,"active",4,39.00,"2024-10-09",NULL,"monthly",NULL,"Professional","professional",39.00
359,"TrekCloud","Technology","small","US","America/New_York",530,"active",2,10.00,"2024-02-29",NULL,"annual",NULL,"Starter","starter",12.00
360,"Sync Analytics","Insurance","small","DE","Europe/Berlin",531,"expired",4,32.50,"2023-12-16","2024-02-22","annual","Switched competitor","Professional","professional",39.00
360,"Sync Analytics","Insurance","small","DE","Europe/Berlin",532,"active",6,82.50,"2024-02-22",NULL,"annual",NULL,"Enterprise","enterprise",99.00
361,"MetaWorks","Telecommunications","large","CA","America/Toronto",533,"active",4,32.50,"2025-07-02",NULL,"annual",NULL,"Professional","professional",39.00
362,"Hive Cloud","Real Estate","large","SG","Asia/Singapore",534,"active",3,15.83,"2025-06-28",NULL,"annual",NULL,"Starter Plus","starter",19.00
363,"VertexLogic","Retail","small","BR","America/Sao_Paulo",535,"active",2,12.00,"2023-11-19",NULL,"monthly",NULL,"Starter","starter",12.00
364,"LunaSystems","Technology","enterprise","GB","Europe/London",536,"expired",4,32.50,"2023-12-15","2024-04-30","annual","Switched competitor","Professional","professional",39.00
364,"LunaSystems","Technology","enterprise","GB","Europe/London",537,"expired",2,12.00,"2024-04-30","2024-12-24","monthly","Budget cuts","Starter","starter",12.00
364,"LunaSystems","Technology","enterprise","GB","Europe/London",538,"active",4,39.00,"2024-12-24",NULL,"monthly",NULL,"Professional","professional",39.00
365,"Grid Dev","Logistics","small","GB","Europe/London",539,"active",2,10.00,"2023-11-15",NULL,"annual",NULL,"Starter","starter",12.00
366,"VertexHQ","Healthcare","medium","SG","Asia/Singapore",540,"cancelled",1,0.00,"2023-07-17","2024-05-03","annual","Switched competitor","Free","free",0.00
366,"VertexHQ","Healthcare","medium","SG","Asia/Singapore",541,"cancelled",5,59.00,"2024-05-03","2025-02-08","monthly","Missing features","Professional Plus","professional",59.00
366,"VertexHQ","Healthcare","medium","SG","Asia/Singapore",542,"active",2,12.00,"2025-02-08",NULL,"monthly",NULL,"Starter","starter",12.00
367,"Hub Labs","Real Estate","medium","JP","Asia/Tokyo",543,"cancelled",4,35.10,"2024-12-22","2025-07-26","monthly","Not using it","Professional","professional",39.00
367,"Hub Labs","Real Estate","medium","JP","Asia/Tokyo",544,"active",1,0.00,"2025-07-26",NULL,"annual",NULL,"Free","free",0.00
368,"NexusWorks","Technology","small","US","America/New_York",545,"active",3,19.00,"2023-07-03",NULL,"monthly",NULL,"Starter Plus","starter",19.00
369,"MetaNet","Insurance","medium","US","America/Chicago",546,"active",2,12.00,"2023-11-14",NULL,"monthly",NULL,"Starter","starter",12.00
370,"Xenon Logic","Finance","large","SG","Asia/Singapore",547,"cancelled",2,12.00,"2024-05-01","2025-06-06","monthly","Missing features","Starter","starter",12.00
371,"ZealStudio","Finance","medium","US","America/Chicago",548,"active",1,0.00,"2025-03-22",NULL,"annual",NULL,"Free","free",0.00
372,"NexusPlatform","Consulting","medium","US","America/Chicago",549,"active",4,32.50,"2023-12-17",NULL,"annual",NULL,"Professional","professional",39.00
373,"VineNet","Consulting","small","BR","America/Sao_Paulo",550,"active",6,99.00,"2025-09-05",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
374,"UltraIO","Technology","small","GB","Europe/London",551,"cancelled",1,0.00,"2024-11-07","2025-07-01","monthly","Missing features","Free","free",0.00
375,"TidalVentures","Logistics","small","AU","Australia/Sydney",552,"expired",1,0.00,"2024-02-18","2025-01-22","monthly","Not using it","Free","free",0.00
375,"TidalVentures","Logistics","small","AU","Australia/Sydney",553,"cancelled",6,99.00,"2025-01-22","2025-06-17","monthly","Switched competitor","Enterprise","enterprise",99.00
375,"TidalVentures","Logistics","small","AU","Australia/Sydney",554,"active",5,44.25,"2025-06-17",NULL,"annual",NULL,"Professional Plus","professional",59.00
376,"XenonDynamics","Technology","large","JP","Asia/Tokyo",555,"active",1,0.00,"2024-12-20",NULL,"monthly",NULL,"Free","free",0.00
377,"ZenLogic","E-commerce","large","US","America/Los_Angeles",556,"active",2,10.80,"2023-06-07",NULL,"monthly",NULL,"Starter","starter",12.00
378,"Bolt Digital","Legal","medium","SG","Asia/Singapore",557,"cancelled",3,19.00,"2025-07-04","2025-09-16","monthly","Budget cuts","Starter Plus","starter",19.00
378,"Bolt Digital","Legal","medium","SG","Asia/Singapore",558,"active",5,49.17,"2025-09-16",NULL,"annual",NULL,"Professional Plus","professional",59.00
379,"BeamDynamics","Manufacturing","small","GB","Europe/London",559,"active",6,84.15,"2023-10-03",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
380,"KeenIO","Healthcare","medium","CA","America/Toronto",560,"cancelled",1,0.00,"2023-03-22","2023-09-08","monthly","Switched competitor","Free","free",0.00
380,"KeenIO","Healthcare","medium","CA","America/Toronto",561,"expired",5,59.00,"2023-09-08","2024-01-01","monthly","Switched competitor","Professional Plus","professional",59.00
380,"KeenIO","Healthcare","medium","CA","America/Toronto",562,"active",3,19.00,"2024-01-01",NULL,"monthly",NULL,"Starter Plus","starter",19.00
381,"EchoStack","Logistics","small","SG","Asia/Singapore",563,"active",1,0.00,"2024-07-01",NULL,"annual",NULL,"Free","free",0.00
382,"Cloud Net","Telecommunications","medium","FR","Europe/Paris",564,"cancelled",1,0.00,"2024-08-09","2025-06-13","annual","Not using it","Free","free",0.00
382,"Cloud Net","Telecommunications","medium","FR","Europe/Paris",565,"cancelled",1,0.00,"2025-06-13","2025-10-30","monthly","Too expensive","Free","free",0.00
382,"Cloud Net","Telecommunications","medium","FR","Europe/Paris",566,"cancelled",5,53.10,"2025-10-30","2025-04-22","monthly","Company reorganization","Professional Plus","professional",59.00
383,"Glow Tech","Retail","enterprise","DE","Europe/Berlin",567,"active",3,12.67,"2023-04-25",NULL,"annual",NULL,"Starter Plus","starter",19.00
384,"QuestHQ","Finance","small","FR","Europe/Paris",568,"cancelled",5,59.00,"2023-03-28","2023-09-19","monthly","Not using it","Professional Plus","professional",59.00
384,"QuestHQ","Finance","small","FR","Europe/Paris",569,"active",7,165.83,"2023-09-19",NULL,"annual",NULL,"Enterprise Custom","enterprise",199.00
385,"WarpCorp","E-commerce","large","CA","America/Toronto",570,"expired",5,49.17,"2023-09-28","2024-05-18","annual","Missing features","Professional Plus","professional",59.00
385,"WarpCorp","E-commerce","large","CA","America/Toronto",571,"cancelled",2,10.00,"2024-05-18","2024-10-29","annual","Switched competitor","Starter","starter",12.00
385,"WarpCorp","E-commerce","large","CA","America/Toronto",572,"active",6,99.00,"2024-10-29",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
386,"EchoCloud","Insurance","medium","GB","Europe/London",573,"cancelled",3,19.00,"2024-03-21","2025-04-03","monthly","Missing features","Starter Plus","starter",19.00
387,"GridDynamics","Retail","medium","BR","America/Sao_Paulo",574,"expired",1,0.00,"2024-08-21","2025-06-11","monthly","Too expensive","Free","free",0.00
387,"GridDynamics","Retail","medium","BR","America/Sao_Paulo",575,"active",6,99.00,"2025-06-11",NULL,"monthly",NULL,"Enterprise","enterprise",99.00
388,"MetaDev","Legal","small","IN","Asia/Kolkata",576,"cancelled",1,0.00,"2024-06-21","2025-07-02","monthly","Budget cuts","Free","free",0.00
389,"CloudLabs","Technology","medium","SG","Asia/Singapore",577,"cancelled",1,0.00,"2024-09-11","2025-06-22","monthly","Too expensive","Free","free",0.00
390,"Sync HQ","Logistics","small","SG","Asia/Singapore",578,"expired",2,10.00,"2025-03-10","2025-07-17","annual","Too expensive","Starter","starter",12.00
390,"Sync HQ","Logistics","small","SG","Asia/Singapore",579,"cancelled",2,12.00,"2025-07-17","2025-10-18","monthly","Switched competitor","Starter","starter",12.00
390,"Sync HQ","Logistics","small","SG","Asia/Singapore",580,"cancelled",4,32.50,"2025-10-18","2025-05-03","annual","Missing features","Professional","professional",39.00
391,"QuarkSolutions","Consulting","small","BR","America/Sao_Paulo",581,"expired",6,99.00,"2023-08-12","2024-01-28","monthly",NULL,"Enterprise","enterprise",99.00
391,"QuarkSolutions","Consulting","small","BR","America/Sao_Paulo",582,"active",5,59.00,"2024-01-28",NULL,"monthly",NULL,"Professional Plus","professional",59.00
392,"Keen Pro","Education","enterprise","CA","America/Toronto",583,"expired",1,0.00,"2023-09-30","2024-06-10","annual",NULL,"Free","free",0.00
392,"Keen Pro","Education","enterprise","CA","America/Toronto",584,"cancelled",4,39.00,"2024-06-10","2024-07-12","monthly",NULL,"Professional","professional",39.00
393,"EchoCorp","Legal","enterprise","US","America/Chicago",585,"active",1,0.00,"2024-07-02",NULL,"annual",NULL,"Free","free",0.00
394,"DataStack","Logistics","small","IN","Asia/Kolkata",586,"expired",1,0.00,"2023-06-30","2023-11-29","annual",NULL,"Free","free",0.00
394,"DataStack","Logistics","small","IN","Asia/Kolkata",587,"active",4,39.00,"2023-11-29",NULL,"monthly",NULL,"Professional","professional",39.00
395,"TidalNet","Healthcare","large","FR","Europe/Paris",588,"expired",1,0.00,"2023-07-17","2023-10-27","monthly","Budget cuts","Free","free",0.00
395,"TidalNet","Healthcare","large","FR","Europe/Paris",589,"cancelled",1,0.00,"2023-10-27","2024-01-08","annual","Too expensive","Free","free",0.00
395,"TidalNet","Healthcare","large","FR","Europe/Paris",590,"cancelled",6,89.10,"2024-01-08","2024-08-20","monthly","Missing features","Enterprise","enterprise",99.00
396,"Data Works","Insurance","large","US","America/New_York",591,"active",4,32.50,"2024-11-25",NULL,"annual",NULL,"Professional","professional",39.00
397,"EdgeAI","Consulting","large","US","America/New_York",592,"cancelled",1,0.00,"2024-10-09","2025-07-26","annual","Too expensive","Free","free",0.00
397,"EdgeAI","Consulting","large","US","America/New_York",593,"expired",5,44.25,"2025-07-26","2025-10-06","annual","Not using it","Professional Plus","professional",59.00
397,"EdgeAI","Consulting","large","US","America/New_York",594,"cancelled",4,32.50,"2025-10-06","2025-03-07","annual","Missing features","Professional","professional",39.00
398,"Meta Corp","Marketing","enterprise","FR","Europe/Paris",595,"active",2,10.00,"2023-11-26",NULL,"annual",NULL,"Starter","starter",12.00
399,"LinkSolutions","Healthcare","small","US","America/Los_Angeles",596,"active",1,0.00,"2025-08-05",NULL,"monthly",NULL,"Free","free",0.00
400,"Flux Tech","Technology","small","US","America/Los_Angeles",597,"active",5,59.00,"2025-03-22",NULL,"monthly",NULL,"Professional Plus","professional",59.00
401,"Core Corp","E-commerce","small","BR","America/Sao_Paulo",598,"active",3,15.83,"2024-10-04",NULL,"annual",NULL,"Starter Plus","starter",19.00
402,"MetaSystems","Healthcare","medium","IN","Asia/Kolkata",599,"active",3,15.83,"2024-11-06",NULL,"annual",NULL,"Starter Plus","starter",19.00
403,"RiftIO","Finance","large","US","America/New_York",600,"cancelled",6,82.50,"2025-04-04","2025-07-01","annual",NULL,"Enterprise","enterprise",99.00
403,"RiftIO","Finance","large","US","America/New_York",601,"expired",6,82.50,"2025-07-01","2025-09-26","annual","Budget cuts","Enterprise","enterprise",99.00
403,"RiftIO","Finance","large","US","America/New_York",602,"active",4,39.00,"2025-09-26",NULL,"monthly",NULL,"Professional","professional",39.00
404,"Bolt IO","Media","small","US","America/Chicago",603,"cancelled",3,19.00,"2024-11-24","2025-04-11","monthly","Budget cuts","Starter Plus","starter",19.00
404,"Bolt IO","Media","small","US","America/Chicago",604,"active",2,10.00,"2025-04-11",NULL,"annual",NULL,"Starter","starter",12.00
